Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.49
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.82
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.54
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,27.35
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.4
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.99
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.32
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,23.77
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.2
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.55
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.06
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.34
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,24.62
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.7
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,26.7
India,Sweet potatoes,1991,83453.0,1083.0,72133.0,25.74
India,Wheat,1991,22814.0,1083.0,72133.0,25.85
India,Wheat,1991,22814.0,1083.0,72133.0,26.9
India,Wheat,1991,22814.0,1083.0,72133.0,25.96
India,Wheat,1991,22814.0,1083.0,72133.0,23.77
India,Wheat,1991,22814.0,1083.0,72133.0,25.49
India,Wheat,1991,22814.0,1083.0,72133.0,25.82
India,Wheat,1991,22814.0,1083.0,72133.0,25.74
India,Wheat,1991,22814.0,1083.0,72133.0,26.54
India,Wheat,1991,22814.0,1083.0,72133.0,27.35
India,Wheat,1991,22814.0,1083.0,72133.0,25.4
India,Wheat,1991,22814.0,1083.0,72133.0,25.99
India,Wheat,1991,22814.0,1083.0,72133.0,25.32
India,Wheat,1991,22814.0,1083.0,72133.0,23.77
India,Wheat,1991,22814.0,1083.0,72133.0,26.2
India,Wheat,1991,22814.0,1083.0,72133.0,25.74
India,Wheat,1991,22814.0,1083.0,72133.0,25.55
India,Wheat,1991,22814.0,1083.0,72133.0,25.06
India,Wheat,1991,22814.0,1083.0,72133.0,26.34
India,Wheat,1991,22814.0,1083.0,72133.0,24.62
India,Wheat,1991,22814.0,1083.0,72133.0,26.7
India,Wheat,1991,22814.0,1083.0,72133.0,26.7
India,Wheat,1991,22814.0,1083.0,72133.0,25.74
India,Cassava,1992,232463.0,1083.0,70791.0,25.69
India,Cassava,1992,232463.0,1083.0,70791.0,26.82
India,Cassava,1992,232463.0,1083.0,70791.0,26.09
India,Cassava,1992,232463.0,1083.0,70791.0,23.79
India,Cassava,1992,232463.0,1083.0,70791.0,25.16
India,Cassava,1992,232463.0,1083.0,70791.0,25.91
India,Cassava,1992,232463.0,1083.0,70791.0,25.52
India,Cassava,1992,232463.0,1083.0,70791.0,26.41
India,Cassava,1992,232463.0,1083.0,70791.0,27.24
India,Cassava,1992,232463.0,1083.0,70791.0,25.41
India,Cassava,1992,232463.0,1083.0,70791.0,25.73
India,Cassava,1992,232463.0,1083.0,70791.0,25.27
India,Cassava,1992,232463.0,1083.0,70791.0,23.79
India,Cassava,1992,232463.0,1083.0,70791.0,26.32
India,Cassava,1992,232463.0,1083.0,70791.0,25.52
India,Cassava,1992,232463.0,1083.0,70791.0,25.58
India,Cassava,1992,232463.0,1083.0,70791.0,25.14
India,Cassava,1992,232463.0,1083.0,70791.0,26.37
India,Cassava,1992,232463.0,1083.0,70791.0,24.62
India,Cassava,1992,232463.0,1083.0,70791.0,26.78
India,Cassava,1992,232463.0,1083.0,70791.0,26.78
India,Cassava,1992,232463.0,1083.0,70791.0,25.89
India,Maize,1992,16758.0,1083.0,70791.0,25.69
India,Maize,1992,16758.0,1083.0,70791.0,26.82
India,Maize,1992,16758.0,1083.0,70791.0,26.09
India,Maize,1992,16758.0,1083.0,70791.0,23.79
India,Maize,1992,16758.0,1083.0,70791.0,25.16
India,Maize,1992,16758.0,1083.0,70791.0,25.91
India,Maize,1992,16758.0,1083.0,70791.0,25.52
India,Maize,1992,16758.0,1083.0,70791.0,26.41
India,Maize,1992,16758.0,1083.0,70791.0,27.24
India,Maize,1992,16758.0,1083.0,70791.0,25.41
India,Maize,1992,16758.0,1083.0,70791.0,25.73
India,Maize,1992,16758.0,1083.0,70791.0,25.27
India,Maize,1992,16758.0,1083.0,70791.0,23.79
India,Maize,1992,16758.0,1083.0,70791.0,26.32
India,Maize,1992,16758.0,1083.0,70791.0,25.52
India,Maize,1992,16758.0,1083.0,70791.0,25.58
India,Maize,1992,16758.0,1083.0,70791.0,25.14
India,Maize,1992,16758.0,1083.0,70791.0,26.37
India,Maize,1992,16758.0,1083.0,70791.0,24.62
India,Maize,1992,16758.0,1083.0,70791.0,26.78
India,Maize,1992,16758.0,1083.0,70791.0,26.78
India,Maize,1992,16758.0,1083.0,70791.0,25.89
India,Potatoes,1992,160294.0,1083.0,70791.0,25.69
India,Potatoes,1992,160294.0,1083.0,70791.0,26.82
India,Potatoes,1992,160294.0,1083.0,70791.0,26.09
India,Potatoes,1992,160294.0,1083.0,70791.0,23.79
India,Potatoes,1992,160294.0,1083.0,70791.0,25.16
India,Potatoes,1992,160294.0,1083.0,70791.0,25.91
India,Potatoes,1992,160294.0,1083.0,70791.0,25.52
India,Potatoes,1992,160294.0,1083.0,70791.0,26.41
India,Potatoes,1992,160294.0,1083.0,70791.0,27.24
India,Potatoes,1992,160294.0,1083.0,70791.0,25.41
India,Potatoes,1992,160294.0,1083.0,70791.0,25.73
India,Potatoes,1992,160294.0,1083.0,70791.0,25.27
India,Potatoes,1992,160294.0,1083.0,70791.0,23.79
India,Potatoes,1992,160294.0,1083.0,70791.0,26.32
India,Potatoes,1992,160294.0,1083.0,70791.0,25.52
India,Potatoes,1992,160294.0,1083.0,70791.0,25.58
India,Potatoes,1992,160294.0,1083.0,70791.0,25.14
India,Potatoes,1992,160294.0,1083.0,70791.0,26.37
India,Potatoes,1992,160294.0,1083.0,70791.0,24.62
India,Potatoes,1992,160294.0,1083.0,70791.0,26.78
India,Potatoes,1992,160294.0,1083.0,70791.0,26.78
India,Potatoes,1992,160294.0,1083.0,70791.0,25.89
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.69
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.82
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.09
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,23.79
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.16
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.91
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.52
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.41
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,27.24
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.41
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.73
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.27
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,23.79
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.32
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.52
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.58
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.14
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.37
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,24.62
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.78
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,26.78
India,"Rice, paddy",1992,26092.0,1083.0,70791.0,25.89
India,Sorghum,1992,9820.0,1083.0,70791.0,25.69
India,Sorghum,1992,9820.0,1083.0,70791.0,26.82
India,Sorghum,1992,9820.0,1083.0,70791.0,26.09
India,Sorghum,1992,9820.0,1083.0,70791.0,23.79
India,Sorghum,1992,9820.0,1083.0,70791.0,25.16
India,Sorghum,1992,9820.0,1083.0,70791.0,25.91
India,Sorghum,1992,9820.0,1083.0,70791.0,25.52
India,Sorghum,1992,9820.0,1083.0,70791.0,26.41
India,Sorghum,1992,9820.0,1083.0,70791.0,27.24
India,Sorghum,1992,9820.0,1083.0,70791.0,25.41
India,Sorghum,1992,9820.0,1083.0,70791.0,25.73
India,Sorghum,1992,9820.0,1083.0,70791.0,25.27
India,Sorghum,1992,9820.0,1083.0,70791.0,23.79
India,Sorghum,1992,9820.0,1083.0,70791.0,26.32
India,Sorghum,1992,9820.0,1083.0,70791.0,25.52
India,Sorghum,1992,9820.0,1083.0,70791.0,25.58
India,Sorghum,1992,9820.0,1083.0,70791.0,25.14
India,Sorghum,1992,9820.0,1083.0,70791.0,26.37
India,Sorghum,1992,9820.0,1083.0,70791.0,24.62
India,Sorghum,1992,9820.0,1083.0,70791.0,26.78
India,Sorghum,1992,9820.0,1083.0,70791.0,26.78
India,Sorghum,1992,9820.0,1083.0,70791.0,25.89
India,Soybeans,1992,8947.0,1083.0,70791.0,25.69
India,Soybeans,1992,8947.0,1083.0,70791.0,26.82
India,Soybeans,1992,8947.0,1083.0,70791.0,26.09
India,Soybeans,1992,8947.0,1083.0,70791.0,23.79
India,Soybeans,1992,8947.0,1083.0,70791.0,25.16
India,Soybeans,1992,8947.0,1083.0,70791.0,25.91
India,Soybeans,1992,8947.0,1083.0,70791.0,25.52
India,Soybeans,1992,8947.0,1083.0,70791.0,26.41
India,Soybeans,1992,8947.0,1083.0,70791.0,27.24
India,Soybeans,1992,8947.0,1083.0,70791.0,25.41
India,Soybeans,1992,8947.0,1083.0,70791.0,25.73
India,Soybeans,1992,8947.0,1083.0,70791.0,25.27
India,Soybeans,1992,8947.0,1083.0,70791.0,23.79
India,Soybeans,1992,8947.0,1083.0,70791.0,26.32
India,Soybeans,1992,8947.0,1083.0,70791.0,25.52
India,Soybeans,1992,8947.0,1083.0,70791.0,25.58
India,Soybeans,1992,8947.0,1083.0,70791.0,25.14
India,Soybeans,1992,8947.0,1083.0,70791.0,26.37
India,Soybeans,1992,8947.0,1083.0,70791.0,24.62
India,Soybeans,1992,8947.0,1083.0,70791.0,26.78
India,Soybeans,1992,8947.0,1083.0,70791.0,26.78
India,Soybeans,1992,8947.0,1083.0,70791.0,25.89
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.69
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.82
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.09
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,23.79
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.16
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.91
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.52
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.41
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,27.24
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.41
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.73
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.27
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,23.79
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.32
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.52
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.58
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.14
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.37
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,24.62
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.78
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,26.78
India,Sweet potatoes,1992,82835.0,1083.0,70791.0,25.89
India,Wheat,1992,23940.0,1083.0,70791.0,25.69
India,Wheat,1992,23940.0,1083.0,70791.0,26.82
India,Wheat,1992,23940.0,1083.0,70791.0,26.09
India,Wheat,1992,23940.0,1083.0,70791.0,23.79
India,Wheat,1992,23940.0,1083.0,70791.0,25.16
India,Wheat,1992,23940.0,1083.0,70791.0,25.91
India,Wheat,1992,23940.0,1083.0,70791.0,25.52
India,Wheat,1992,23940.0,1083.0,70791.0,26.41
India,Wheat,1992,23940.0,1083.0,70791.0,27.24
India,Wheat,1992,23940.0,1083.0,70791.0,25.41
India,Wheat,1992,23940.0,1083.0,70791.0,25.73
India,Wheat,1992,23940.0,1083.0,70791.0,25.27
India,Wheat,1992,23940.0,1083.0,70791.0,23.79
India,Wheat,1992,23940.0,1083.0,70791.0,26.32
India,Wheat,1992,23940.0,1083.0,70791.0,25.52
India,Wheat,1992,23940.0,1083.0,70791.0,25.58
India,Wheat,1992,23940.0,1083.0,70791.0,25.14
India,Wheat,1992,23940.0,1083.0,70791.0,26.37
India,Wheat,1992,23940.0,1083.0,70791.0,24.62
India,Wheat,1992,23940.0,1083.0,70791.0,26.78
India,Wheat,1992,23940.0,1083.0,70791.0,26.78
India,Wheat,1992,23940.0,1083.0,70791.0,25.89
India,Cassava,1993,230430.0,1083.0,66388.0,25.88
India,Cassava,1993,230430.0,1083.0,66388.0,27.46
India,Cassava,1993,230430.0,1083.0,66388.0,26.1
India,Cassava,1993,230430.0,1083.0,66388.0,24.34
India,Cassava,1993,230430.0,1083.0,66388.0,25.22
India,Cassava,1993,230430.0,1083.0,66388.0,25.75
India,Cassava,1993,230430.0,1083.0,66388.0,25.92
India,Cassava,1993,230430.0,1083.0,66388.0,26.34
India,Cassava,1993,230430.0,1083.0,66388.0,27.24
India,Cassava,1993,230430.0,1083.0,66388.0,25.5
India,Cassava,1993,230430.0,1083.0,66388.0,26.32
India,Cassava,1993,230430.0,1083.0,66388.0,25.27
India,Cassava,1993,230430.0,1083.0,66388.0,24.34
India,Cassava,1993,230430.0,1083.0,66388.0,26.07
India,Cassava,1993,230430.0,1083.0,66388.0,25.92
India,Cassava,1993,230430.0,1083.0,66388.0,25.66
India,Cassava,1993,230430.0,1083.0,66388.0,25.06
India,Cassava,1993,230430.0,1083.0,66388.0,27.07
India,Cassava,1993,230430.0,1083.0,66388.0,24.74
India,Cassava,1993,230430.0,1083.0,66388.0,27.04
India,Cassava,1993,230430.0,1083.0,66388.0,27.04
India,Cassava,1993,230430.0,1083.0,66388.0,25.97
India,Maize,1993,16015.0,1083.0,66388.0,25.88
India,Maize,1993,16015.0,1083.0,66388.0,27.46
India,Maize,1993,16015.0,1083.0,66388.0,26.1
India,Maize,1993,16015.0,1083.0,66388.0,24.34
India,Maize,1993,16015.0,1083.0,66388.0,25.22
India,Maize,1993,16015.0,1083.0,66388.0,25.75
India,Maize,1993,16015.0,1083.0,66388.0,25.92
India,Maize,1993,16015.0,1083.0,66388.0,26.34
India,Maize,1993,16015.0,1083.0,66388.0,27.24
India,Maize,1993,16015.0,1083.0,66388.0,25.5
India,Maize,1993,16015.0,1083.0,66388.0,26.32
India,Maize,1993,16015.0,1083.0,66388.0,25.27
India,Maize,1993,16015.0,1083.0,66388.0,24.34
India,Maize,1993,16015.0,1083.0,66388.0,26.07
India,Maize,1993,16015.0,1083.0,66388.0,25.92
India,Maize,1993,16015.0,1083.0,66388.0,25.66
India,Maize,1993,16015.0,1083.0,66388.0,25.06
India,Maize,1993,16015.0,1083.0,66388.0,27.07
India,Maize,1993,16015.0,1083.0,66388.0,24.74
India,Maize,1993,16015.0,1083.0,66388.0,27.04
India,Maize,1993,16015.0,1083.0,66388.0,27.04
India,Maize,1993,16015.0,1083.0,66388.0,25.97
India,Potatoes,1993,149024.0,1083.0,66388.0,25.88
India,Potatoes,1993,149024.0,1083.0,66388.0,27.46
India,Potatoes,1993,149024.0,1083.0,66388.0,26.1
India,Potatoes,1993,149024.0,1083.0,66388.0,24.34
India,Potatoes,1993,149024.0,1083.0,66388.0,25.22
India,Potatoes,1993,149024.0,1083.0,66388.0,25.75
India,Potatoes,1993,149024.0,1083.0,66388.0,25.92
India,Potatoes,1993,149024.0,1083.0,66388.0,26.34
India,Potatoes,1993,149024.0,1083.0,66388.0,27.24
India,Potatoes,1993,149024.0,1083.0,66388.0,25.5
India,Potatoes,1993,149024.0,1083.0,66388.0,26.32
India,Potatoes,1993,149024.0,1083.0,66388.0,25.27
India,Potatoes,1993,149024.0,1083.0,66388.0,24.34
India,Potatoes,1993,149024.0,1083.0,66388.0,26.07
India,Potatoes,1993,149024.0,1083.0,66388.0,25.92
India,Potatoes,1993,149024.0,1083.0,66388.0,25.66
India,Potatoes,1993,149024.0,1083.0,66388.0,25.06
India,Potatoes,1993,149024.0,1083.0,66388.0,27.07
India,Potatoes,1993,149024.0,1083.0,66388.0,24.74
India,Potatoes,1993,149024.0,1083.0,66388.0,27.04
India,Potatoes,1993,149024.0,1083.0,66388.0,27.04
India,Potatoes,1993,149024.0,1083.0,66388.0,25.97
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.88
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.46
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.1
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,24.34
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.22
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.75
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.92
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.34
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.24
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.5
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.32
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.27
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,24.34
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,26.07
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.92
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.66
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.06
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.07
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,24.74
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.04
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,27.04
India,"Rice, paddy",1993,28303.0,1083.0,66388.0,25.97
India,Sorghum,1993,8981.0,1083.0,66388.0,25.88
India,Sorghum,1993,8981.0,1083.0,66388.0,27.46
India,Sorghum,1993,8981.0,1083.0,66388.0,26.1
India,Sorghum,1993,8981.0,1083.0,66388.0,24.34
India,Sorghum,1993,8981.0,1083.0,66388.0,25.22
India,Sorghum,1993,8981.0,1083.0,66388.0,25.75
India,Sorghum,1993,8981.0,1083.0,66388.0,25.92
India,Sorghum,1993,8981.0,1083.0,66388.0,26.34
India,Sorghum,1993,8981.0,1083.0,66388.0,27.24
India,Sorghum,1993,8981.0,1083.0,66388.0,25.5
India,Sorghum,1993,8981.0,1083.0,66388.0,26.32
India,Sorghum,1993,8981.0,1083.0,66388.0,25.27
India,Sorghum,1993,8981.0,1083.0,66388.0,24.34
India,Sorghum,1993,8981.0,1083.0,66388.0,26.07
India,Sorghum,1993,8981.0,1083.0,66388.0,25.92
India,Sorghum,1993,8981.0,1083.0,66388.0,25.66
India,Sorghum,1993,8981.0,1083.0,66388.0,25.06
India,Sorghum,1993,8981.0,1083.0,66388.0,27.07
India,Sorghum,1993,8981.0,1083.0,66388.0,24.74
India,Sorghum,1993,8981.0,1083.0,66388.0,27.04
India,Sorghum,1993,8981.0,1083.0,66388.0,27.04
India,Sorghum,1993,8981.0,1083.0,66388.0,25.97
India,Soybeans,1993,10857.0,1083.0,66388.0,25.88
India,Soybeans,1993,10857.0,1083.0,66388.0,27.46
India,Soybeans,1993,10857.0,1083.0,66388.0,26.1
India,Soybeans,1993,10857.0,1083.0,66388.0,24.34
India,Soybeans,1993,10857.0,1083.0,66388.0,25.22
India,Soybeans,1993,10857.0,1083.0,66388.0,25.75
India,Soybeans,1993,10857.0,1083.0,66388.0,25.92
India,Soybeans,1993,10857.0,1083.0,66388.0,26.34
India,Soybeans,1993,10857.0,1083.0,66388.0,27.24
India,Soybeans,1993,10857.0,1083.0,66388.0,25.5
India,Soybeans,1993,10857.0,1083.0,66388.0,26.32
India,Soybeans,1993,10857.0,1083.0,66388.0,25.27
India,Soybeans,1993,10857.0,1083.0,66388.0,24.34
India,Soybeans,1993,10857.0,1083.0,66388.0,26.07
India,Soybeans,1993,10857.0,1083.0,66388.0,25.92
India,Soybeans,1993,10857.0,1083.0,66388.0,25.66
India,Soybeans,1993,10857.0,1083.0,66388.0,25.06
India,Soybeans,1993,10857.0,1083.0,66388.0,27.07
India,Soybeans,1993,10857.0,1083.0,66388.0,24.74
India,Soybeans,1993,10857.0,1083.0,66388.0,27.04
India,Soybeans,1993,10857.0,1083.0,66388.0,27.04
India,Soybeans,1993,10857.0,1083.0,66388.0,25.97
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.88
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,27.46
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,26.1
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,24.34
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.22
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.75
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.92
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,26.34
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,27.24
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.5
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,26.32
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.27
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,24.34
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,26.07
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.92
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.66
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.06
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,27.07
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,24.74
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,27.04
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,27.04
India,Sweet potatoes,1993,85962.0,1083.0,66388.0,25.97
India,Wheat,1993,23267.0,1083.0,66388.0,25.88
India,Wheat,1993,23267.0,1083.0,66388.0,27.46
India,Wheat,1993,23267.0,1083.0,66388.0,26.1
India,Wheat,1993,23267.0,1083.0,66388.0,24.34
India,Wheat,1993,23267.0,1083.0,66388.0,25.22
India,Wheat,1993,23267.0,1083.0,66388.0,25.75
India,Wheat,1993,23267.0,1083.0,66388.0,25.92
India,Wheat,1993,23267.0,1083.0,66388.0,26.34
India,Wheat,1993,23267.0,1083.0,66388.0,27.24
India,Wheat,1993,23267.0,1083.0,66388.0,25.5
India,Wheat,1993,23267.0,1083.0,66388.0,26.32
India,Wheat,1993,23267.0,1083.0,66388.0,25.27
India,Wheat,1993,23267.0,1083.0,66388.0,24.34
India,Wheat,1993,23267.0,1083.0,66388.0,26.07
India,Wheat,1993,23267.0,1083.0,66388.0,25.92
India,Wheat,1993,23267.0,1083.0,66388.0,25.66
India,Wheat,1993,23267.0,1083.0,66388.0,25.06
India,Wheat,1993,23267.0,1083.0,66388.0,27.07
India,Wheat,1993,23267.0,1083.0,66388.0,24.74
India,Wheat,1993,23267.0,1083.0,66388.0,27.04
India,Wheat,1993,23267.0,1083.0,66388.0,27.04
India,Wheat,1993,23267.0,1083.0,66388.0,25.97
India,Cassava,1994,245277.0,1083.0,61357.0,25.75
India,Cassava,1994,245277.0,1083.0,61357.0,26.74
India,Cassava,1994,245277.0,1083.0,61357.0,26.03
India,Cassava,1994,245277.0,1083.0,61357.0,24.29
India,Cassava,1994,245277.0,1083.0,61357.0,25.22
India,Cassava,1994,245277.0,1083.0,61357.0,25.33
India,Cassava,1994,245277.0,1083.0,61357.0,25.87
India,Cassava,1994,245277.0,1083.0,61357.0,26.54
India,Cassava,1994,245277.0,1083.0,61357.0,27.07
India,Cassava,1994,245277.0,1083.0,61357.0,25.01
India,Cassava,1994,245277.0,1083.0,61357.0,25.92
India,Cassava,1994,245277.0,1083.0,61357.0,25.33
India,Cassava,1994,245277.0,1083.0,61357.0,24.29
India,Cassava,1994,245277.0,1083.0,61357.0,25.75
India,Cassava,1994,245277.0,1083.0,61357.0,25.87
India,Cassava,1994,245277.0,1083.0,61357.0,25.71
India,Cassava,1994,245277.0,1083.0,61357.0,24.84
India,Cassava,1994,245277.0,1083.0,61357.0,26.46
India,Cassava,1994,245277.0,1083.0,61357.0,24.71
India,Cassava,1994,245277.0,1083.0,61357.0,26.55
India,Cassava,1994,245277.0,1083.0,61357.0,26.55
India,Cassava,1994,245277.0,1083.0,61357.0,25.95
India,Maize,1994,14480.0,1083.0,61357.0,25.75
India,Maize,1994,14480.0,1083.0,61357.0,26.74
India,Maize,1994,14480.0,1083.0,61357.0,26.03
India,Maize,1994,14480.0,1083.0,61357.0,24.29
India,Maize,1994,14480.0,1083.0,61357.0,25.22
India,Maize,1994,14480.0,1083.0,61357.0,25.33
India,Maize,1994,14480.0,1083.0,61357.0,25.87
India,Maize,1994,14480.0,1083.0,61357.0,26.54
India,Maize,1994,14480.0,1083.0,61357.0,27.07
India,Maize,1994,14480.0,1083.0,61357.0,25.01
India,Maize,1994,14480.0,1083.0,61357.0,25.92
India,Maize,1994,14480.0,1083.0,61357.0,25.33
India,Maize,1994,14480.0,1083.0,61357.0,24.29
India,Maize,1994,14480.0,1083.0,61357.0,25.75
India,Maize,1994,14480.0,1083.0,61357.0,25.87
India,Maize,1994,14480.0,1083.0,61357.0,25.71
India,Maize,1994,14480.0,1083.0,61357.0,24.84
India,Maize,1994,14480.0,1083.0,61357.0,26.46
India,Maize,1994,14480.0,1083.0,61357.0,24.71
India,Maize,1994,14480.0,1083.0,61357.0,26.55
India,Maize,1994,14480.0,1083.0,61357.0,26.55
India,Maize,1994,14480.0,1083.0,61357.0,25.95
India,Potatoes,1994,166101.0,1083.0,61357.0,25.75
India,Potatoes,1994,166101.0,1083.0,61357.0,26.74
India,Potatoes,1994,166101.0,1083.0,61357.0,26.03
India,Potatoes,1994,166101.0,1083.0,61357.0,24.29
India,Potatoes,1994,166101.0,1083.0,61357.0,25.22
India,Potatoes,1994,166101.0,1083.0,61357.0,25.33
India,Potatoes,1994,166101.0,1083.0,61357.0,25.87
India,Potatoes,1994,166101.0,1083.0,61357.0,26.54
India,Potatoes,1994,166101.0,1083.0,61357.0,27.07
India,Potatoes,1994,166101.0,1083.0,61357.0,25.01
India,Potatoes,1994,166101.0,1083.0,61357.0,25.92
India,Potatoes,1994,166101.0,1083.0,61357.0,25.33
India,Potatoes,1994,166101.0,1083.0,61357.0,24.29
India,Potatoes,1994,166101.0,1083.0,61357.0,25.75
India,Potatoes,1994,166101.0,1083.0,61357.0,25.87
India,Potatoes,1994,166101.0,1083.0,61357.0,25.71
India,Potatoes,1994,166101.0,1083.0,61357.0,24.84
India,Potatoes,1994,166101.0,1083.0,61357.0,26.46
India,Potatoes,1994,166101.0,1083.0,61357.0,24.71
India,Potatoes,1994,166101.0,1083.0,61357.0,26.55
India,Potatoes,1994,166101.0,1083.0,61357.0,26.55
India,Potatoes,1994,166101.0,1083.0,61357.0,25.95
India,"Rice, paddy",1994,28645.0,1083.0,61357.0,25.75
India,"Rice, paddy",1994,28645.0,1083.0,61357.0,26.74
India,"Rice, paddy",1994,28645.0,1083.0,61357.0,26.03
India,"Rice, paddy",1994,28645.0,1083.0,61357.0,24.29
